"","","2019","2019","2019","2015","2015","2015","2010","2010","2010","2005","2005","2005","2000","2000","2000"
"Indicator","Age Group"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"nLx - person-years lived between ages x and x+n"," 5-9 years","496650.5119","496348.7204","496966.2572","496268.9346","495930.5282","496623.4447","496424.9581","496091.1434","496774.6093","495932.6208","495513.3259","496372.0923","495436.3497","494980.0439","495912.9721"
"nLx - person-years lived between ages x and x+n"," 10-14 years","496309.7372","495960.1529","496675.5048","495945.9273","495562.2313","496347.8683","496105.3066","495730.598","496497.8621","495512.6224","495037.2221","496011.1393","494993.9424","494467.7445","495543.9951"
"nLx - person-years lived between ages x and x+n"," 15-19  years","495529.021","494920.9824","496164.5327","495173.6998","494536.8315","495840.5617","495314.1864","494664.6462","495997.3647","494477.685","493637.4236","495363.7011","493903.2429","492998.0636","494853.5197"
"nLx - person-years lived between ages x and x+n"," 20-24 years","493828.57","492501.866","495213.7379","493491.2075","492129.8807","494919.3443","493629.9361","492239.105","495093.7031","492421.3179","490653.3342","494288.5707","491909.7925","490127.7032","493782.0144"
"nLx - person-years lived between ages x and x+n"," 25-29 years","491288.3103","488897.4588","493787.6727","491093.08","488700.7575","493603.8821","491349.4639","488973.017","493837.5145","489911.4968","486979.5383","492987.0349","489632.8943","486849.9523","492548.9843"
"nLx - person-years lived between ages x and x+n"," 30-34 years","488048.2822","484512.2896","491746.853","488201.1811","484752.6406","491808.3629","488776.3026","485448.5516","492236.2802","487248.6056","483292.7283","491371.161","487156.7213","483505.1184","490982.2893"
"nLx - person-years lived between ages x and x+n"," 35-39 years","484079.6086","479388.5962","488973.5378","484725.3118","480230.3731","489402.525","485701.5296","481486.0683","490061.5852","484001.4561","479124.3975","489078.7392","483864.3778","479296.8022","488654.5281"
"nLx - person-years lived between ages x and x+n"," 40-44 years","479373.8447","473529.4681","485445.812","480342.4946","474791.6836","486092.8473","481565.588","476419.8524","486882.2165","479304.2105","473332.1885","485525.4111","479050.0426","473253.2116","485113.3035"
"nLx - person-years lived between ages x and x+n"," 45-49 years","473228.6645","466141.993","480567.2683","474189.4973","467442.8653","481173.5562","475237.9818","468808.7291","481888.0638","472220.0823","464648.9563","480091.3236","472046.9547","464428.6827","479966.536"
"nLx - person-years lived between ages x and x+n"," 50-54 years","464073.5988","455373.8947","473084.942","464744.2272","456237.5304","473560.4904","465562.6863","457118.6081","474277.2663","461974.2784","451978.8017","472312.2581","462008.2039","451892.1212","472432.7271"
"nLx - person-years lived between ages x and x+n"," 55-59 years","449748.1877","438495.1214","461413.2708","450620.2273","439285.7611","462334.7597","451765.4765","440178.0615","463646.3754","447643.9077","434307.7516","461329.4631","447138.0997","433620.3936","460896.0331"
"nLx - person-years lived between ages x and x+n"," 60-64 years","429437.9241","414194.3872","445172.2708","430999.4026","415517.7058","446886.562","432643.7926","416851.6506","448699.7499","427065.8308","409429.5447","444965.4756","425106.1917","407386.4314","443038.5259"
"nLx - person-years lived between ages x and x+n"," 65-69 years","402895.6714","382703.8173","423580.1718","404549.3322","384002.1761","425458.0704","405812.3092","385012.4176","426731.758","398168.6548","375859.5327","420700.2495","393130.5603","370140.522","416238.3363"
"nLx - person-years lived between ages x and x+n"," 70-74 years","366436.6025","340469.2085","392807.944","368037.5639","342008.9826","394253.4062","368707.6832","342915.6714","394508.6263","357834.3384","330356.3112","385387.1686","348478.7005","318691.8301","377915.801"
"nLx - person-years lived between ages x and x+n"," 75-79 years","316855.2705","285926.6718","347993.9495","318230.9456","287704.0514","348809.7274","317509.842","287019.9343","347729.7063","302643.8043","269613.3923","335128.9595","289593.8344","253263.3464","324710.6964"
"nLx - person-years lived between ages x and x+n"," 80-84 years","252274.4378","219856.9538","284739.8101","251786.9476","218924.9682","284377.1861","249764.3866","215715.0016","282680.9014","230737.4923","194687.2406","265184.6113","217143.1021","177893.1615","254069.5314"
"nLx - person-years lived between ages x and x+n"," 85+ years","272418.4181","222066.9194","320975.3495","270507.0344","216322.6907","321335.0243","263531.741","205825.4561","315460.3013","225628.442","170280.8933","274837.9319","202537.7423","143854.3504","253807.5185"
"Tx - person-years lived above age x"," &lt;1 year","7849568.318","7628124.511","8072667.99","7855634.526","7630524.928","8079852.91","7856298.513","7627110.918","8080195.573","7739235.385","7494882.827","7977819.402","7669160.55","7412286.705","7916906.903"
"Tx - person-years lived above age x"," 1-4 years","7750062.701","7528661.58","7973117.716","7756192.463","7531129.73","7980361.747","7756822.946","7527682.192","7980670.947","7639822.243","7395528.496","7878344.605","7569834.696","7313026.997","7817512.027"
"Tx - person-years lived above age x"," 5-9 years","7352476.661","7131288.501","7575308.885","7358907.015","7134081.658","7582827.619","7359403.171","7130498.512","7583003.884","7242726.846","6998732.583","7480935.291","7173130.753","6916649.479","7420467.312"
"Tx - person-years lived above age x"," 10-14 years","6855826.149","6634939.781","7078342.628","6862638.08","6638151.13","7086204.174","6862978.212","6634407.369","7086229.275","6746794.225","6503219.257","6984563.198","6677694.403","6421669.435","6924554.34"
"Tx - person-years lived above age x"," 15-19  years","6359516.412","6138979.628","6581667.123","6366692.153","6142588.899","6589856.306","6366872.906","6138676.771","6589731.413","6251281.603","6008182.035","6488552.059","6182700.461","5927201.691","6429010.345"
"Tx - person-years lived above age x"," 20-24 years","5863987.391","5644058.646","6085502.59","5871518.453","5648052.067","6094015.744","5871558.719","5644012.125","6093734.048","5756803.918","5514544.611","5993188.358","5688797.218","5434203.627","5934156.825"
"Tx - person-years lived above age x"," 25-29 years","5370158.821","5151556.78","5590288.852","5378027.246","5155922.186","5599096.4","5377928.783","5151773.02","5598640.345","5264382.6","5023891.277","5498899.787","5196887.425","4944075.924","5440374.811"
"Tx - person-years lived above age x"," 30-34 years","4878870.511","4662659.321","5096501.18","4886934.166","4667221.429","5105492.518","4886579.32","4662800.003","5104802.831","4774471.103","4536911.739","5005912.752","4707254.531","4457225.971","4947825.827"
"Tx - person-years lived above age x"," 35-39 years","4390822.229","4178147.031","4604754.327","4398732.984","4182468.788","4613684.155","4397803.017","4177351.451","4612566.551","4287222.498","4053619.01","4514541.591","4220097.81","3973720.853","4456843.537"
"Tx - person-years lived above age x"," 40-44 years","3906742.62","3698758.435","4115780.789","3914007.673","3702238.415","4124281.63","3912101.487","3695865.383","4122504.965","3803221.042","3574494.613","4025462.852","3736233.432","3494424.051","3968189.009"
"Tx - person-years lived above age x"," 45-49 years","3427368.775","3225228.967","3630334.977","3433665.178","3227446.732","3638188.783","3430535.899","3219445.53","3635622.749","3323916.831","3101162.424","3539937.441","3257183.389","3021170.839","3483075.706"
"Tx - person-years lived above age x"," 50-54 years","2954140.111","2759086.974","3149767.709","2959475.681","2760003.866","3157015.226","2955297.918","2750636.801","3153734.685","2851696.749","2636513.468","3059846.118","2785136.435","2556742.157","3003109.17"
"Tx - person-years lived above age x"," 55-59 years","2490066.512","2303713.079","2676682.767","2494731.454","2303766.336","2683454.736","2489735.231","2293518.193","2679457.419","2389722.47","2184534.666","2587533.859","2323128.231","2104850.035","2530676.443"
"Tx - person-years lived above age x"," 60-64 years","2040318.324","1865217.958","2215269.496","2044111.226","1864480.575","2221119.976","2037969.755","1853340.132","2215811.043","1942078.563","1750226.915","2126204.396","1875990.131","1671229.642","2069780.41"
"Tx - person-years lived above age x"," 65-69 years","1610880.4","1451023.571","1770097.225","1613111.824","1448962.869","1774233.414","1605325.962","1436488.481","1767111.293","1515012.732","1340797.37","1681238.921","1450883.94","1263843.21","1626741.884"
"Tx - person-years lived above age x"," 70-74 years","1207984.729","1068319.753","1346517.053","1208562.491","1064960.693","1348775.344","1199513.653","1051476.063","1340379.535","1116844.077","964937.8375","1260538.671","1057753.379","893702.6884","1210503.547"
"Tx - person-years lived above age x"," 75-79 years","841548.1264","727850.545","953709.1092","840524.9276","722951.7103","954521.9378","830805.9697","708560.392","945870.9091","759009.7386","634581.5263","875151.5027","709274.6788","575010.8583","832587.7463"
"Tx - person-years lived above age x"," 80-84 years","524692.8559","441923.8732","605715.1596","522293.982","435247.6589","605712.2104","513296.1277","421540.4577","598141.2027","456365.9343","364968.134","540022.5432","419680.8443","321747.5119","507877.0499"
